"CODE","AET_ID","NUMMER","CODE_1","BEGINJAAR","EINDJAAR","DATERING","BESCHRIJVING","NOTABENE"
"198",4,,"--",1890,1893,"","1890, sept. 12-1893, febr. 7, zie inv.nr. 2022",""
"198",4,,"--",1890,1893,"","1890, sept. 12-1893, febr. 7, zie inv.nr.2022",""
"198",4,,"--",1911,1923,"","1911-1923, zie het archief van de Arrondissementsrechtbank Amsterdam, 1921-1930, inv.nrs. 1223-1225",""
"198",4,,"--",1902,1930,"","1902-1930; zie het archief van Arrondissementsrechtbank Amsterdam 1921-1930, inv.nr. 1007",""
"27",4,255,"",1853,1853,"","1853 rolnrs. 2152, 2153, 2154 met 2168, 2155, 2159, (2162 zie 2145), 2163, 2164 met 2178, 2166, (2168 zie 2154), 2173",""
"27",4,256,"",1853,1853,"","1853 rolnrs. 2174, 2175, 2177, (2178 zie 2164), 2179, 2185, 2186, 2187, 2191, 2194, 2196",""
"27",4,352,"",1867,1867,"","1867 rolnrs. 4008, 4011, 4014, 4019, 4022, (4025 zie 4000), 4026, 4027, 4030, 4032",""
"3921",4,185,"",1687,1687,"","van de kwitantie van Vincent Laurens van der Vinne uit 1687 (zie los voorin inventarisnummer 86), met commentaar",""
"1187",4,,"--",,,"","23-4-1952-10-12-1956 zie archief Gereformeerde Kerk IJmuiden-Oost inv.nr. 6",""
"1188",4,,"--",,,"","1969-1974 zie archief 1903-1968 inventarisnr. 25",""
"432",4,872,"",2007,2008,"","General talks 2007-2008 <ZR><BCURS>Logica voor de Middelbare School<ECURS>, Studium Generale Almere, 2007, <BCURS>Logica and de Poëzie van Mark Insingel<ECURS>, Stichting Perdu, Amsterdam, 2007, <BCURS>De School op Talentenjacht<ECURS>, VTB Universum Lezing, Amersfoort, 2007, <BCURS>De Logica van Intelligente Interactie<ECURS>, Natuurwetenschappelijke Genootschap Assen, 2007, <BCURS>'Jaap van den Herik 60'<ECURS>, Kasteel Vaeshartelt, Maastricht, 2007, <BCURS>A Dutchman in China<ECURS>, Amsterdam Kennisstad Beijing Visit, Unisys Center, Tsinghua, 2008, <BCURS>Information Flow Across the University<ECURS>, Tsinghua University, 2008, <BCURS>Met Verlichte Geest<ECURS>, Opening Academic Year, University of Amsterdam, 2008, <BCURS>Hoe Leer je Kinderen Nieuwsgierig te Blijven?<ECURS>, Iselinge Hogeschool Doetinchem, 2008",""
"13",5,460,"",1809,1809,"1809","Ingekomen stukken van gemeentebesturen, houdende gegevens over categorieën jongelingen, die in de militaire etablissementen moeten worden opgenomen, naar aanleiding van de circulaire van de landdrost van 1809 juli 9, nummer 1","Relatieven verbalen landdrost van verschillende data; zie nummer 341, Indices, onder het hoofd: Gestichten van opvoeding ('s-Rijks) in: Etablissementen (Militaire)"
"176",5,860,"",1752,1752,"1752, apr. 27","Akte van transport door Maaretje Adriaans, weduwe van Gerbrand Horstede, te Zaandijk aan Lourens Hoogendorp aldaar van de helft in een huis en erf te Zaandijk aan de weg, waarvan de andere helft de koper behoort","1) Uithangend zegel ontbreekt; zie ook hiervoor. <ZR>2) Aankoop als voren"
"151.1",5,,"--",1544,1544,"1544","Lambertschaag","zie Abbekerk"
"151.1",5,,"--",,,"","Watergang","zie Landsmeer"
"160",5,215,"",1920,1920,"1920","Stukken betreffende de verbreding van de Pijlslaan","met kaart, zie bijlage II"
"5001",5,,"",1961,1961,"1961","Stalkruidlaan, ten zuiden van de - , deel uitmakende van de geprojecteerde Munterslaan","zie rubriek 20.1 'Bouwrijp maken van terreinen'"
"3350",5,37,"",1893,1946,"1893-1946","Trouw- en begraafboek","a. betreft tot 1917 ook de H. Gertrudiskerk te Houtrakpolder <ZR> b. zie ook inv. nr. 36"
"3679",5,93,"",1958,1994,"1958-1994","Stukken betreffende de deelname aan de competitie van de NHSB","zie ook de inv.nrs.51-54"
"3954",5,12,"",1947,1949,"1947-1949","Presentielijsten van de vergaderingen van de kerkenraad met de Commissie van Bijstand en echtgenoten","Voor stukken betreffende de Hervormde Gemeente IJmond, zie inv.nrs. 151-163"
"1023",5,252,"",1906,1906,"1906","Akte van aanbesteding van de afbraak en opbouw van een boerderij te Zuid-Schalkwijk, voorheen het rechthuis","zie ook inv.nr. 244."
"3993",5,7100,"",1705,1773,"1705, 1707, 1712, 1726-1729, 1731, 1733-1744, 1747, 1750, 1763 (afschriften), 1768-1773","Bij burgemeesters als hoofdingelanden ingekomen missiven, deels begeleidingsbrieven bij niet-aanwezige resoluties of rekeningen, deels (tevens) convocaties voor besoignes en dergelijke","Hierbij bevinden zich: memorie door rentmeester Abraham Guldewagen om de rekening te bekorten, z.d. (achteraan geplaatst) (zie Fockema Andreae inv. 10280, ca. 1729); memorie over geldgebrek, ca. 1716 (in tweevoud); gedrukte stukken van de Staten van Holland over een non-praejudicie procedure van Leiden tegen Rijnland, 1718; missive over de 'affaire Evert van Til', afschrift, 1719; uittreksels uit de resoluties van de Staten van Holland over verlenging van het octrooi voor de Driemanspolder en vrijstelling van de halve verponding en Rijnlands omslag voor een bepaalde periode; andere specifieke zaken, 1722-1724; en rekening van de Poelpolder onder Haarlemmerliede, 1756."
"5001",5,,"",,,"","Vaartstraat 19","zie inv.nr. 1884"
"5001",5,,"",,,"","Voorzorgstraat, Westergracht en Klarenbeekstraat, kad. sectie H, nrs. 2965 en 2966 beide ged. aan woningvereniging Randstad","zie inv.nr. 2619"
"5001",5,,"",,,"","Delftstraat/Zijlweg, kad. Haarlem II, sectie T, nrs. 1713 t/m 1720, alle ged. en Haarlem, sectie A, nr. 5260 ged. aan woningbouwvereniging Groot Haarlem","zie inv.nr. 2661"
"5001",5,,"",,,"","Brouwersstraat 21 en 44","zie inv.nr. 2895"
"5001",5,,"",,,"","Rollandstraat 7","zie inv.nr. 2895"
"5001",5,,"",,,"","Aangaan, uitbreiden en opheffen van de gemeenschappelijke regeling Strandschap Zandvoort","zie inv.nrs. 19252-19264"
"912",5,136,"",1994,2007,"circa 2002","Curriculum Vitae van A.Th. van Deursen, 1994. Met handgeschreven aanvullingen door E.R. van Deursen-Junkers","Voor de context van het oorspronkelijk curriculum Vitae uit 1994, zie plaatsingslijstnummer 55."
"358.75",5,2,"",1832,1883,"1832-1842, 1883","","1884-1894 zie nr. 3."
"807",5,,"",1879,1935,"1879-1935","Pauline / Paulina Petronella Leupen 1835-1937 (187) ","Dochter van Pieter Leupen (28), zie voorlopig nummer 68."
"187",4,1565,"",1832,1832,"","1832 januari-1832 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provisioneelen dienst, de jachten en werkvaartuigen; van de temporair aangenomen baggerlieden; en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1832, zie de nummers 1541, 1563***, 1581***, 1581a*** en 1581b*"
"450",4,424,"",1941,1941,"","2 jan. 1941-29 dec. 1941","Minuut arresten 5 jan. 1942-24 sept. 1942 zie inventarisnummer 414 <ZR>Audiëntiebladen 23 nov. 1945-28 dec. 1945 zie inventarisnummer 417"
"485",4,1101,"",1940,1947,"1940-1947 okt 22","W. Spaander","Voor 1947 zie W.H.A. Steenpoorte"
"2232",4,,"--",1925,1939,"1925-1939","Noorderduinweg / Beltweg aan N.V. American Petroleum Company","zie bij inv.nr. 1009"
"5001",4,9360,"",1984,1989,"1984-1989","Vaststellen van het bestemmingsplan","Bepaalde stukken zijn uit het dossier verwijderd en bevinden zich in het dynamische archief van de sector Stedelijke Ontwikkeling, zie het rode tabblad"
"5001",4,,"",1964,1964,"1964","Benoemingsbevoegdheid c.a. van onderwijzend personeel bij het openbaar lager onderwijs","zie inv.nr. 15221"
"83.2",4,,"--",,,"","Oostwoud","zie Medemblik"
"83.2",4,,"--",,,"","Wervershoof","zie Hoogkarspel"
"5035",4,1006,"",2005,2005,"2005","Bestek (898) voor het bouwen. Met bijlagen","Voor de laatste nota van inlichtingen, zie Kloppersingelbrug, die bouwkundig identiek was en gelijktijdig aanbesteed werd"
"5002",4,3622,"",1983,1984,"1983-1984","Album 1 van 4 (zwart-wit, formaten 8x8 en 9x13 cm), met index van locaties 1-14","zie voor index rubriek 5.3"
"385",5,913,"",1935,1935,"1935","Lists of people who signed the book of tribute (inv.nr. 912)",""
"1105",5,184,"",,,"","VERVALLEN. Zie Parochie Sint Bavo Haarlem 1337-1560 inv. nr. 28",""
"2295",4,,"--",1814,1814,"","1814, achterin de indicateur van 1814, inv.nr. 2280",""
"1573",4,415,"",1532,1533,"","1532 september 1-1533 augustus 31. Bevat tevens dezelfde bijlagen als inv. 410 en rekeningen van: <ZR>reparaties aan de oude schuttersdoelen <ZR>reparatie van de dijk bij de Liede <ZR>artilleriemeester <ZR>stadswerken",""
"83.1",4,1053,"",,,"","A-Z, op repertorium 20-38 en 40-41 (inv.nrs. 1073-1091 en 1093-1094)","Ten dele onleesbaar; vergelijk ook inv.nr. 1052"
"476",4,702,"",1943,1949,"","1943-1949, inv.nrs A 1943/1-1949/956","Deze bescheiden zijn op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"187",5,2814,"",1861,1862,"1861-1862","** Urania","Heeft tegelijk betrekking op de drijvende batterijen Neptunus, Oceaan, Salamander, ternate en de werkvaartuigen, zie de nummers 2812, 2813*, 2813**, 2814* en 2924*"
"5001",5,,"",,,"","Rozenprieelstraat 85, 87","zie inv.nr. 1416"
"1083",5,945,"",1937,1957,"1937-1943 en 1951-1957","Jaarverslagen","Voor de jaren 1903-1913 zie inv.nr. 934"
"1508",5,7,"",1909,1909,"1909","Ingekomen stukken","Met diverse registers (zie doos 1.)"
"3633",5,6,"",1952,1958,"1952-1958","Notulen van het bestuur en van algemene ledenvergaderingen, met jaarverslagen","Het jaarverslag 1952-1953 is onvolledig; zie ook: nr. 4"
"1442",5,116,"",1966,1966,"1966","Circulaire van NV v/h L.E. Nieuwenhuizen, 'Sleutels Conserven', inhoudende een uitnodiging voor de receptie ter gelegenheid van het honderdjarig bestaan, 1966. Met een brief van de Vereniging der Nederlandse Groenten- en fruitverwerkende Industrie betreffende de aanbieding van een geschenk","Voor het bij deze gelegenheid uitgebrachte boekje Honderd jaar Sleutels Conserven zie inventarisnummer 147"
"1940",5,245,"",1912,1929,"1912-1924, 1927, 1929","Stukken betreffende de aan verschillende belanghebbenden verleende vergunningen tot het dempen van percelen water of het ophogen van percelen land","Met 7 situatietekeningen; zie inventarisnr. 246"
"313",5,439,"",1883,1885,"1883-1885","Inschrijvingsregister (nr. 3)","Voor naamindex, zie inv.nr. 721"
"1379",5,843,"",1972,1975,"1972-1975","Stukken betreffende een tentoonstelling n.a.v. de restauratie van de goudleren behangsels van het Frans Halsmuseum gehouden van 8 maart-13 april 1975","zie ook inv. nr. 815."
"1844",5,,"A279",1930,1931,"1930-1931","Notulen van de commissie van onderzoek naar de gang van zaken bij het Bedrijf Openbare Werken","zie ook inv.nrs. A885-A891."
"5001",5,,"",1977,1978,"1977-1978","Kerkhofstraat 1a, 1b, 3, 4 en 6 en Burgwal 21 van Motorenrevisiebedrijf Kennemerland b.v.","zie inv.nr. 697"
"5001",5,,"",1980,1984,"1980-1984","Delftstraat, kad. Haarlem II, sectie T., nr. 2789 en 1703 ged., terugkopen van grond van automatenbedrijf C. van Duffelen","zie inv.nr. 1799"
"5001",5,,"",,,"","Voorzorgstraat 40","zie inv.nr. 2895"
"1800",5,33,"A",1892,1892,"1892","Mw. H. Strengers, M 1067, Amsterdamsestraatweg, Bauduinlaan, woonhuis, bouwvergunning","zie ook Ruigoord"
"1800",5,71,"",1913,1913,"1913","W. Cornelissen, M 1517, Dr. Baumannplein 1-3, verbouwing woonhuis, bouwvergunning","Betreft ook Dubbele Buurt 2-4, zie ook inv. nr. 134."
"1831",5,74,"",1934,1934,"1934","Diploma van de coöptatie (opname) in de hoofdvereniging - het Genootschap van het Heilig Sacrament te Rome - van de plaatselijke vereniging voor jongens","Voor de vertaling van de Latijnse tekst, zie rubriek 7.3."
"807",5,,"",1858,1880,"1858-1880","Jacob Dirk Leupen 1817-1883 (36)","Zoon van J. Leupen (31) en C.G. Reering (32), zie voorlopig inventarisnummers 103, 133, 86 en 102;
<ZR>Vader van Neeltje Leupen (84), zie voorlopig inventarisnummer 83;
<ZR>Vader van Jacoba Leupen (85), zie voorlopig inventarisnummer 148."
"187",4,1581,"b",1840,1840,"","******** 1840 januuari-1840 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen over 1840, zie de nummers 1549, 1563***********, 1565*********** en 1581***********"
"187",4,4018,"",1900,1900,"","1900 maart 31-1900 november 1","Hierin ook een agenda op de inkomende brieven bij den commandant over 1900 maart 27-1900 oktober 20, zie nummer 4032*"
"88",4,411,"",,,"","3185-3187, 3189, 3191-3194, 3196-3197","voor nr. 3190 zie nr. 3566 <ZR>voor nr. 3195 zie nr. 3468"
"88",4,421,"",,,"","3464, 3466, 3468, 3471-3474, 3476, 3478-3482, 3484-3487","voor nr. 3475 zie nr. 3728"
"1850",4,546,"",1871,1882,"1871-1882","Terpoorten, Johannes Egidius, pastoor, die een gift schenkt voor het Godshuis en een gift voor de kapel","De gift voor de kapel is later opgenomen in het fonds Zandvliet, zie inv.nr. 580"
"444",4,165,"",1885,1885,"1885","","Voor uitgaande stukken zie ook inv.nr. 189"
"5001",4,9312,"",1988,1989,"1988-1989","Instellen van beroep op de Kroon alsmede de beschikking van de waarnemend voorzitter van de afdeling voor de geschillen van bestuur van de Raad van State op een verzoek van de gemeente om toepassing van artikel 60a van de Wet op de Raad van State","Bepaalde stukken zijn uit het dossier verwijderd en bevinden zich in het dynamische archief van de sector Stedelijke Ontwikkeling, zie het rode tabblad"
"83.2",4,,"--",,,"","Zwaag","zie Wognum"
"1451",4,,"--",1811,1835,"1811-1835","Notulen van vergaderingen met de kerkmeesters","zie inv.nr. 7"
"2484",4,2687,"HBA",1793,1798,"1793 t/m 1798","","Voor 1744-1746, zie F 30-02; 1783-1792, zie G 49-01 en G 49-02 ALL"
"1843",5,16,"",1891,1891,"1891","Zilveren gedenkpenning geslagen ter gelegenheid van het bezoek van Keizer Wilhelm II aan Amsterdam in 1891 met aan de voorzijde in reliëf de busten en profil van Keizer Wilhelm II en Keizerin Augusta, met randschrift: ""Wilhelm II Deutscher Kaiser, Augusta Viktoria Kaiserin, Amsterdam 1-3 juli 1891"". Op de keerzijde in reliëf de busten en profil van Koningin Emma en Koningin Wilhelmina, randschrift: ""Emma, Koningin-Weduwe Regentes, Wilhelmina, Koningin der Nederlanden"". Onder de bustes het opschrift ""J. Schutman inv., J.D. Posthumus fec.""",""
"1105",5,384,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nr. 3780",""
"3820",5,59,"",,,"","Overzicht van reglementen, verordeningen en instructies. Overgenomen uit de notulen van de gemeenteraad, 1817-1930, archief Gemeentebestuur van Bennebroek, inv. nrs. 100-109",""
"1004",4,139,"",1771,1786,"","1771-1786; bevat ook de kosten van de predikbeurten in de kerk en de opbrengst van de collecten; uitgebreider dan inv.nr. 140",""
"476",4,385,"",1389,1948,"","1904 juni-1948, inv.nrs. C 717-1389","Deze bescheiden zijn te raadplegen op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"476",4,707,"",1907,1907,"","1907, inv.nrs 1-274","Deze bescheiden zijn op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"1105",4,266,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nr. 5296",""
"5001",5,,"",,,"","Voortingstraat 37","zie inv.nr. 1416"
"1503",5,,"--",1950,1950,"1950","Aanvulling op het journaal van ontvangsten en uitgaven","zie doos 156"
"1508",5,8,"-1",1910,1910,"1910","Ingekomen stukken","Met diverse registers (zie doos 1.)"
"1379",5,815,"",,,"","Stukken betreffende restauratie Goudleerzaal, 1955-1959 en Goudleerbehang, 1959-1960, 1963-1968, 1970","zie ook inv.nr. 843"
"3863",5,17,"",1643,1645,"","Akte van verpachting door de rekenkamer van Holland van de wegens de dood van Diederik van Haerlem van Berckenrode aan de Staten vervallen heerlijkheid voor twee jaar aan Floris van Alckemade als man van Goedela van Haerlem van Berckenrode, de zuster van genoemde Diederik, 1643; met in dorso aantekening betreffende betaling van de pacht, 1644 en 1645","Voor transcriptie zie nr. 338"
"716",5,124,"",1896,1940,"1896-1940","Akten betreffende andere aankopen en onteigeningen gecodeerd met de letter N, aktenummers 1-24","zie ook Den Helder"
"1017",5,147,"",1984,1996,"1984-1985,1987-1996","Programma's van het Han Bakker waterpolotoernooi. Met de scheidsrechteropstelling en baddienst rooster voor de toernooien in 1990 en 1991","Het 5e Han Bakker waterpolotoernooi is als clubblad mee genummerd in de jaargang 54, zie inventarisnummer 272.
 Het eerste Han Bakker waterpolotoernooi werd gehouden in 1976. Met dit toernooi werd Han Bakker gehuldigd omdat hij vijftig jaar actief lid was van de vereniging."
"1579",5,1,"",1932,1932,"1932","M. Wibaut-van Berlekom en Dr. F.M. Wibaut, 'Wordend huwelijk'. Haarlem, H.D. Tjeenk Willink & Zoon NV","Gebruikt voor input van de lezing 'Ons volk in nood' op 7 juli 1936 op de kringfascisitenschool, zie inventarisnummer 8."
"3442",5,119,"",1936,1936,"(1936)","Tekstboekje ""In vuur en Vlam!"": water en vuur-revue door Henk Bakker op te voeren door de leden van de Haarlemsche Vrijwillige Brandweer met hun dames ter gelegenheid van het 40-jarig jubileum van commandant C.J. van den Broek","Ook aanwezig in de bibliotheek van het Noord-Hollands Archief, zie toegangsnummer 3000 nr. 2931."
"358.67",5,9,"",1841,1884,"1841-1842, 1883-1884","","1885-1887 zie nr. 10."
"807",5,,"",1895,1959,"1895-1959","Wilhelmina Frederika Meyer/Meijer 1895-? (68) x Hendrik Jan van der Stad (328); bevat voornamelijk brieven tussen Johannes (Joop) Leupen jr. (58) en H.J. van der Stad","Dochter van Geertje Leupen (48) en Wilhelm Frederik Meyer (49), zie voorlopig nummer 57."
"187",4,1540,"",1830,1831,"","1831 januari-1830 december","Hierin ook maandelijksche betaalsrollen van mindere geemploijeerden bij den provisioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen; en van de temporair aangenomen baggerlieden over 1831, zie de nummers 1563**, 1565**, 1581** en 1581a**"
"187",4,3605,"",1893,1893,"","1893","Hierin ook een register betreffende ontvangen en uitgegeven slagverband over 1893, zie nummer 3659*****"
"187",4,4322,"",1896,1900,"","1896-1900","De opgaaf der voorgevallen veranderingen ontbreekt. Hierin ook: een agenda op de uitgaande en inkomende brieven van den bevelhebber over 1896 oktober 2-1900 juli 5, zie nummers 4219**"
"1468",4,17,".4",1900,1913,"","1900-1913","1902-1903 en 1903-1904 ook zomerbedeling; 1910-1912 ook zomerbedeling en vermelding aard en hoeveelheid uitkeringen en benodigdheden voor administratie (zie ook nr. 44)"
"2046",4,494,"",1931,1934,"1931-1934","Bellamylaan en de Juliana van Stolberglaan","Bentveldsduinweg, zie inv.nr.509 <ZR>Bentveldsweg, zie onder inv.nr. 470 <ZR>Niet aangetroffen juli 2002"
"1340",4,805,"",1853,1854,"","1853-1854 wijk 5+6","zie ook inv.nr.606"
"5011",4,126,"",1985,1986,"1985-1986","Nader vaststellen van de bezuinigingstaakstelling voor een aantal opeenvolgende jaren als gevolg van bezuinigingsmaatregelen van het rijk","zie ook inventarisnummer 124"
"5001",4,9342,"",1970,1973,"1970-1973","Bestemmingsplan Jan van Galenstraat, vastgesteld bij besluit d.d. 6-1-1971, nr. 542 van de Gemeenteraad, goedgekeurd bij besluit d.d. 7-3-1972, nr. 24 van Gedeputeerde Staten","Stukken betreffende het vaststellen en doen goedkeuren zijn uit het dossier verwijderd en bevinden zich in het dynamische archief van de sector Stedelijke Ontwikkeling, zie het rode tabblad"
"5001",4,9310,"",1985,1989,"1985-1989","Verkrijgen van goedkeuring van het bestemmingsplan","Stukken betreffende de goedkeuring zijn uit het dossier verwijderd en bevinden zich in het dynamische archief van de voormalige sector Stedelijke Ontwikkeling, zie het rode tabblad"
"18",5,5684,"",1885,1885,"5683, 1885","Kaarten en technische tekeningen behorende bij inv.nr","Onvolledig"
"18",5,5731,"",1890,1890,"1890","Kaarten en technische tekeningen behorende bij inv.nr. 5727","Zie ook inv.nr. 5666"
"3233",5,89,"",1813,1853,"1813-1853","Bijlagen bij het grootboek Letter C, genoemd onder inv.nr. 87",""
"7079",5,1062,"",,,"","R. Bode - raadsbesl. 7-4-1977 nr 75 - grond naast Dellaertlaan 3 [weet niet of dit goed is, er stond inv.nr. 162]",""
"1105",4,263,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nr. 5294",""
"481",4,3191,"",1968,1975,"","1968-1975, inv.nrs 1968/1-1975/261",""
"142",5,478,"",1948,1953,"1948-1953","Stukken betreffende het verblijf van J.D. (Cootje) Semeijns de Vries van Doesburgh op de kleuterschool en de lagere school","Bij de inbewaringgever (zie voorwoord)"
"1083",5,270,"",1967,1975,"1967 en 1972-1975","Notulen van de teamvergaderingen van de binnenstadspastores, met bijlagen","Voor de jaren 1967-1972 zie de notulen van de vergaderingen van de Binnenstadse Conferentie, inv.nr. 269; en voor de jaren 1975-1977 de verslagen van de teamvergaderingen van de pastores, inv.nrs. 279-281"
"1503",5,,"--",1916,1925,"1916-1925","Registers van uitkeringen van het weduwen- en wezenpensioenfonds","zie ook 437"
"3552",5,328,"",1872,1930,"1872-1890, 1901-1930","Notulen","Voor de notulen van de kerkenraad met het kiescollege zie onder Kerkenraad"
"3501",5,606,"",1941,1948,"1941/42, 1945/46, 1946/47, 1948/49","Winst- en verliesrekeningen","zie ook inv.nr. 726"
"1174",5,76,"",1935,1952,"1935-1952","Jaarverslagen","Jaarrekeningen 1930, 1932, 1933, 1935, 1937-1939, 1941 en 1952 zie inventarisnr. 42"
"5001",5,,"",,,"","Dr. de Liefdestraat; terugkoop van grond van H. en F. Kimman's Beleggingsmaatschappij B.V.","zie bij rubriek 4.3.2.2. 'verkoop van grond aan de Rijksstraatweg aan Gebr. H. & F. Kimman N.V.'"
"5010",5,752,"",1970,1971,"1970-1971","Notulen en vergaderstukken van de 'Amoveringscommissie Storm- en Wichersstraat' met als taak het begeleiden van bewoners uit te slopen woningen wegens aanleg van een 'groen hart' in de Harmenjanswijk; onder meer 'tussentijds overzicht Amoveringsplan'","zie ook inventarisnummer 753"
"476",5,2199,"",1940,1945,"(ca 1940-1945)","Staten van kunstvoorwerpen uit bezit van particulieren, die door het Rijksmuseum in bewaring zijn genomen","Met inhoudsopgave; zie Bijlage I, pag. 186"
"81",5,74,"",1848,1848,"1848","Processen-verbaal van grensregelingen van enkele stukken grond, gelegen te Haarlemmerliede, Zuid-Schalkwijk en Sloten","zie ook inv. nr. 115"
"2415",5,65,"",1939,1939,"ca. 1939","Foto's van hal, conversatiezaal en eetzaal van rusthuis Spaar en Hout, fotografie Fotobureau De Haas, Kamperstraat 28, Haarlem","Voor platen van deze foto's zie inv.nr. 66"
"5001",5,,"",,,"","Herbestemmen van het voormalige diaconessenhuis aan de Hazepaterslaan","zie rubriek 39.1.1.3."
"5001",5,,"",,,"","Leidsevaart, hoek Schimmelpenninckweg, kad. Haarlem II, sectie S, nr. 2036 aan Nieuwe Automobiel Maatschappij N.V.","zie inv.nr. 2494"
"5001",5,,"",1989,1990,"1989-1990","Werven van toekomstige bewoners van woningen in de Verenigde Polders","zie inv.nr. 9524"
"2352",5,6,"",1965,2006,"1965, 1968, 1988-2006","Notulen van de jaarvergaderingen","Vòòr 1988 zie inv. nrs. 1-3"
"5015",5,,"",,,"","Kamperstraat 39 terugkoop van Woningstichting 't Sant","zie inv.nr. 724"
"1215",5,85,"",1945,1946,"1945-1946","Verslagen van het Informatiebureau NVH met informatie over het aantal gerepatrieerden in Haarlem en uit welk land zij afkomstig waren","Het NVH droeg de inrichting en de uitvoering van het Informatiebureau op aan de UVV afdeling Haarlem. Alle aanvragers voor hulp in enigerlei vorm, ook de gerepatrieerden, moesten eerst het Informatiebureau passeren. 
In januari 1946 werd het Informatiebureau opgeheven, zie verslag van 8-15 jan 1946. Wel werden nog verslagen gemaakt van het aantal gerepatrieerden en uit welk land zij afkomstig waren."
"2484",5,3801,"HBA",1909,1916,"1909 t/m 1916","Notulen van de Commissie van Bijstand Met los bijgevoegde klapper <ZR>Joh. Enschedé en Zonen","Adviescommissie voor de directie, zie 14535HBA"
"199",5,279,"",1880,1955,"1880, 1896, ca. 1900, 1909, 1931-1932, 1954-1955","Stukken betreffende de heer Abraham Hessels (1880-) te Haarlem, 1880, 1909, 1931-1932, 1954-1955. Met drie foto's, 1896, ca. 1900, z.j.","Betreft foto van het huis van A. Hessels aan de Oostvest 8 te Haarlem, 1896; foto van de winkel van D. Hessels, zadelmaker, rijtuigbekleder en koffermaker in de Lange Veerstraat 13 te Haarlem, ca. 1900 (zie ook Beeldbank Noord-Hollands Archief NL-HlmNHA_54033063) en foto van elftal van de Haarlemse Football Club EDO met knielend Abraham Hessels en links achter staand Manus Hessels, ca. 1900. In 2014 geschonken door de heer A. Hessels te Vleuten"
"7134",5,363,"",2000,2007,"2000-2007","Onteigenen van percelen grond aan de Noorderkwelweg te Wieringerwerf: gerechtelijke stukken met bijlagen","openbaarheidsbeperking, zie ook de rubrieken 2.1.4.2. en 2.1.4.3.6."
"912",5,151,"",2011,2011,"2011","Akte van toekenning aan A.Th. van Deursen van de erepenning van de gemeente Katwijk wegens waardevolle beschrijving van de eigentijdse geschiedenis van Katwijk","Voor de erepenning zelf, zie plaatsinglijstnummer 239."
"807",5,,"",,,"z.j.","Hermanus Leupen ca. 1655-? (16); genealogische aantekeningen van P.A. Leupen (56)","Zoon van Jan Jansz. Leupen (8), zie v. inventarisnummer 44
<ZR>Vader van Johannes Leupen (18), zie v. inventarisnummer 115
<ZR>Vader Pieter Leupen (20), zie v. inventarisnummer 52."
"187",4,1581,"b",1836,1836,"","*****. 1836 januari-1836 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provicioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen, en van de temporair aangenomen baggerlieden over 1836, zie de nummers 1545, 1563*******, 1565*******, 1581******* en 1581a*******"
"465",4,134,"",1385,1947,"","1947 nrs. 1385 - 4085",": nrs. 2400 tot en met 3399 zie inventarisnr. 135"
"1340",4,856,"",1940,1943,"","1940-1943","Inv. nr. 856 bevat ook jaarverslagen 1941-1942, zie inv. nrs. 857-871."
"3872",4,199,"",1924,1924,"1924","H. Stefels, Heemsteedse Dreef","zie ook inv.nr. 146"
"3872",4,252,"",1927,1927,"1927","M.J. Oudejans, Raadhuisstraat","zie ook inv.nr. 229"
"83.2",4,,"--",,,"","Warmenhuizen","zie ook Schagen"
"83.2",4,,"--",,,"","Wieringerwaard","zie ook Schagen en Winkel"
"83.2",4,,"--",,,"","Obdam","zie Medemblik"
"2484",4,2691,"HBA",1811,1814,"1811 t/m 1814","","Voor 1744-1746, zie 30-2; 1783-1792, zie 49-1 en -2 ALL"
"1148",4,56,"",2010,2010,"2010","Evaluatierapport","zie ook blok 1990-2008 inv.nr. 160"
"18",5,5747,"",1894,1899,"5746, 1894-1899","Overige kaarten behorende bij inv.nr",""
"18",5,7177,"",1893,1893,"1893","Kaarten en technische tekeningen behorende bij inv.nr. 7176","Onvolledig"
"64",5,494,"",,,"","'Uitwisseling van geleerden', gevoegd bij inv. nr. 466",""
"1105",5,257,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nr. 5769",""
